Title,Price,Location,Rooms,Area,Floor
Часть дома · 2 комнаты · 80 м² · 10 сот.,15 000 000〒,"жилой массив Юго-Запад-1, Тайманова 131 в — ул. Кызылжар",2,80.0,1
Часть дома · 4 комнаты · 160 м² · 8 сот.,85 000 000〒,Юго восток 27 — Дина гипермаркет рядом,4,160.0,1
Часть дома · 3 комнаты · 65 м² · 4 сот.,33 000 000〒,"Медеуский р-н, Экибастузская 10 — Блока.",3,65.0,1
Отдельный дом · 8 комнат · 300 м² · 8 сот.,270 000 000〒,"Наурызбайский р-н, Абая — Ашимова",8,300.0,1
Отдельный дом · 4 комнаты · 134 м² · 10 сот.,70 000 000〒,"Нура р-н, Ш.Жандарбековой 45",4,134.0,1
Отдельный дом · 4 комнаты · 62 м² · 4 сот.,22 000 000〒,Ладушкина 41 — Рядом две школы,4,62.0,1
Отдельный дом · 8 комнат · 300 м² · 6 сот.,74 000 000〒,"Алатауский р-н, мкр Ожет 90 — Сеитова",8,300.0,1
Часть дома · 3 комнаты · 80 м² · 7 сот.,22 000 000〒,Жамбыла 11,3,80.0,1
Отдельный дом · 5 комнат · 170 м² · 8 сот.,9 500 000〒,"мкр Байтак-2, Водников-2 330 — Остановка рыбник",5,170.0,1
Дача · 2 комнаты · 45 м² · 10 сот.,6 500 000〒,Прибой,2,45.0,1
Отдельный дом · 5 комнат · 145 м² · 6 сот.,16 000 000〒,Жампеисова 43 — Толебаева,5,145.0,1
Отдельный дом · 8 комнат · 205 м² · 7 сот.,158 000 000〒,"Ауэзовский р-н, мкр Таугуль-3 — Шайкенова",8,205.0,1
Часть дома · 3 комнаты · 100 м² · 50 сот.,5 500 000〒,Жана коныс 166,3,100.0,1
Отдельный дом · 8 комнат · 125 м² · 5 сот.,17 500 000〒,Дуйсенбиева — Байдибек би,8,125.0,1
Отдельный дом · 5 комнат · 160 м² · 5 сот.,70 000 000〒,Акши 33А,5,160.0,1
Отдельный дом · 2 комнаты · 14.4 м² · 10 сот.,3 000 000〒,Жанатурмыс 2,2,14.4,1
Отдельный дом · 9 комнат · 164.2 м² · 11 сот.,50 000 000〒,Комиссарская — Комиссарская-Теплова,9,164.2,1
Отдельный дом · 4 комнаты · 174 м² · 7 сот.,326 120 000〒,"Медеуский р-н, мкр Горный Гигант, Жамакаева 218",4,174.0,1
Часть дома · 3 комнаты · 80 м² · 10 сот.,16 000 000〒,68 51 — По улице Айсара напротив школы,3,80.0,1
Отдельный дом · 10 комнат · 360 м² · 30 сот.,140 000 007〒,Қостөбе Сармолдаева 33л,10,360.0,1
Отдельный дом · 2 комнаты · 40 м² · 5 сот.,39 000 000〒,Дулатова 46 — 7км,2,40.0,1
Отдельный дом · 4 комнаты · 110 м² · 8 сот.,35 000 000〒,Раимбека 23 б — Подгорная,4,110.0,1
Отдельный дом · 8 комнат · 320 м² · 10 сот.,95 000 000〒,"Казыбек би р-н, мкр Кунгей   3 — В районе новой мечети , баня караганды номер 1,",8,320.0,1
Отдельный дом · 4 комнаты · 150 м² · 10 сот.,155 000 000〒,"Ауэзовский р-н, мкр Алтын Бесик, Сейхұн 48 — Толе би-Яссауи",4,150.0,1
Часть дома · 5 комнат · 120 м² · 8 сот.,30 000 000〒,Коктау 63 — Ст шымалган,5,120.0,1
Отдельный дом · 4 комнаты · 125 м² · 6 сот.,22 000 000〒,мкр Жана Орда 19 — Бисен Жумагалиева,4,125.0,1
Отдельный дом · 4 комнаты · 50 м² · 5 сот.,16 500 000〒,Сейфуллина 5,4,50.0,1
Отдельный дом · 4 комнаты · 160 м² · 8 сот.,33 000 000〒,Қазыбек би 330,4,160.0,1
Отдельный дом · 3 комнаты · 168 м² · 5 сот.,42 000 000〒,Байгаражева 9,3,168.0,1
Отдельный дом · 5 комнат · 180 м² · 7 сот.,36 000 000〒,Центральная 23,5,180.0,1
Отдельный дом · 5 комнат · 850 м² · 15 сот.,190 000 000〒,"Алматы р-н, Шашу 6 — Момышулы-Жумабаева-Майлина",5,850.0,1
Отдельный дом · 5 комнат · 144.8 м² · 3.2 сот.,38 900 000〒,"Наурызбайский р-н, мкр Карагайлы, Кали.Надырова 173",5,144.8,1
Отдельный дом · 4 комнаты · 145 м² · 10 сот.,47 000 000〒,Ул.Ружейникова 20,4,145.0,1
Отдельный дом · 4 комнаты · 150 м² · 8 сот.,19 500 000〒,Ұлан 59,4,150.0,1
Отдельный дом · 6 комнат · 192 м² · 8 сот.,50 000 000〒,"Каратауский р-н, мкр Кайтпас 2 — “Ханқымыз”, Магазин ""Али"" угол Баисбай×Зенгі баба",6,192.0,1
Отдельный дом · 4 комнаты · 80 м² · 13 сот.,20 000 000〒,Жамбыла 37,4,80.0,1
Часть дома · 6 комнат · 256 м² · 7 сот.,17 000 000〒,"жилой массив Кирпичный, Ул зелёная 1/20",6,256.0,1
Отдельный дом · 15 комнат · 1000 м² ·,320 000 000〒,"Сарыарка р-н, Аспандияра Кенжина 2 — Тлендиева",15,1000.0,1
Дача · 1 комната · 50 м² · 7.8 сот.,11 000 000〒,Виктория 37 — Талгар Кирпичные дачи,1,50.0,1
Отдельный дом · 3 комнаты · 185 м² · 7 сот.,35 000 000〒,Ирманова 29,3,185.0,1
Отдельный дом · 5 комнат · 125 м² · 4 сот.,31 000 000〒,Оралхан Бокей 18/1,5,125.0,1
Отдельный дом · 4 комнаты · 80 м² · 16 сот.,16 500 000〒,Абая 87а,4,80.0,1
Отдельный дом · 3 комнаты · 120 м² · 6 сот.,120 000 000〒,"Бостандыкский р-н, Свежесть 66",3,120.0,1
Отдельный дом · 5 комнат · 120 м² · 6.4 сот.,38 500 000〒,улица Желтоксан — Ташкентская,5,120.0,1
Отдельный дом · 5 комнат · 250 м² · 4 сот.,45 000 000〒,Самал-3 — Парк отель,5,250.0,1
Отдельный дом · 3 комнаты · 70 м² · 6 сот.,9 000 000〒,9 263 1,3,70.0,1
Отдельный дом · 5 комнат · 142 м² · 10 сот.,33 000 000〒,Ассинская 3 переулок 14,5,142.0,1
Отдельный дом · 6 комнат · 120 м² · 19.44 сот.,25 000 000〒,Сергей Лазо 2,6,120.0,1
Отдельный дом · 4 комнаты · 140 м² · 16 сот.,21 500 000〒,Шубарсу 1 — Шубарсу 1,4,140.0,1
Отдельный дом · 1 комната · 50 м² · 11.5 сот.,4 500 000〒,Малика Габдуллина 23,1,50.0,1
Отдельный дом · 4 комнаты · 98 м² · 8 сот.,40 000 000〒,Маргаска жырау 60,4,98.0,1
Отдельный дом · 4 комнаты · 160 м² · 4 сот.,62 000 000〒,Алтынсарина 69,4,160.0,1
Отдельный дом · 6 комнат · 195 м² · 6 сот.,30 000 000〒,"Абайский р-н, мкр Катын копр, Братская 85 — Мик Хамза сш33",6,195.0,1
Отдельный дом · 3 комнаты · 70 м² · 2 сот.,49 000 000〒,"Алмалинский р-н, мкр Тастак-2 — Туркебаева",3,70.0,1
Часть дома · 3 комнаты · 50 м² · 2 сот.,49 000 000〒,"Жетысуский р-н, Розыбакиева -Райымбека 51 — Оптовка Крылова",3,50.0,1
Часть дома · 4 комнаты · 150 м² · 14 сот.,20 000 000〒,Қалдаяқов 14,4,150.0,1
Отдельный дом · 8 комнат · 200 м² · 8 сот.,120 000 000〒,"Абайский р-н, мкр Самал-3, Алпамыс батыра 86",8,200.0,1
Отдельный дом · 5 комнат · 215 м² · 10 сот.,27 500 000〒,Курмангазы 25 — Возле школы,5,215.0,1
Отдельный дом · 5 комнат · 130 м² · 8 сот.,35 000 000〒,"Каратауский р-н, мкр Асар-2 1664",5,130.0,1
Отдельный дом · 4 комнаты · 140 м² · 4 сот.,62 000 000〒,"Наурызбайский р-н, мкр Акжар, Наурыз 16",4,140.0,1
Отдельный дом · 4 комнаты · 76.9 м² · 6 сот.,9 000 000〒,Бобровка 193 — Остановка Садоводство,4,76.9,1
Отдельный дом · 5 комнат · 800 м² · 800 сот.,6 500 000〒,Тауелсиздик 106 — Тасбугет,5,800.0,1
Отдельный дом · 4 комнаты · 103 м² · 6 сот.,20 000 000〒,"Туймебая, 3 линия 5 — ПКСТ Жеңіс-Тау",4,103.0,1
Отдельный дом · 5 комнат · 97 м² · 17 сот.,26 000 000〒,Байгабатова 58,5,97.0,1
Отдельный дом · 5 комнат · 180 м² · 10 сот.,28 000 000〒,Сыпатай батыра 26 — В низ ДК,5,180.0,1
Отдельный дом · 7 комнат · 130 м² · 12 сот.,35 000 000〒,Улытау,7,130.0,1
Отдельный дом · 5 комнат · 160 м² · 8 сот.,37 400 000〒,Овражная 24а,5,160.0,1
Отдельный дом · 7 комнат · 300 м² · 9 сот.,100 000 000〒,"мкр Самал, 18 40 — ул Пыштанай Батыра",7,300.0,1
Отдельный дом · 4 комнаты · 100 м² · 10 сот.,6 500 000〒,9 Мая 10 — За п.КИЗ,4,100.0,1
Отдельный дом · 7 комнат · 240 м² · 8 сот.,55 000 000〒,Кокбастау,7,240.0,1
Отдельный дом · 4 комнаты · 108 м² · 12 сот.,20 000 000〒,Капарова 11/3,4,108.0,1
Отдельный дом · 5 комнат · 90 м² · 6 сот.,30 000 000〒,Кабанбай батыра — Аксуская,5,90.0,1
Отдельный дом · 4 комнаты · 217 м² · 6 сот.,30 000 000〒,"Казыбек би р-н, мкр Городской Аэропорт, Районная 17 — Район старого аэропорта",4,217.0,1
Отдельный дом · 4 комнаты · 118 м² · 5.5 сот.,35 000 000〒,Усенбай көшесі,4,118.0,1
Отдельный дом · 5 комнат · 150 м² · 22 сот.,10 000 000〒,Орталык 5,5,150.0,1
Отдельный дом · 4 комнаты · 320 м² · 10 сот.,62 999 000〒,"жилой массив Акжар-2, Серпер 34",4,320.0,1
Отдельный дом · 7 комнат · 210 м² · 10.5 сот.,199 000 000〒,"Медеуский р-н, Курортное 257",7,210.0,1
Дача · 2 комнаты · 28 м² · 6.1 сот.,6 700 000〒,Садовод - Строитель 600,2,28.0,1
Часть дома · 5 комнат · 130 м² · 10 сот.,18 000 000〒,Ғ.Муратпаев 7 — Школы,5,130.0,1
Дача · 1 комната · 12.5 м² · 4 сот.,4 000 000〒,Мичурина 50а — Остановка Лесозавод.,1,12.5,1
Отдельный дом · 4 комнаты · 100 м² · 8 сот.,28 000 000〒,"мкр Водник-3, Коксу 13 — Самурук",4,100.0,1
Отдельный дом · 7 комнат · 460 м² · 30 сот.,250 000 000〒,"Есильский р-н, Желмая 11",7,460.0,1
Отдельный дом · 5 комнат · 242 м² · 12.5 сот.,71 177 000〒,Карагайлы 9 — Рахимова,5,242.0,1
Отдельный дом · 12 комнат · 740.9 м² · 20 сот.,400 000 000〒,Кыз жибек 75,12,740.9,1
